10 20 20 10 30 30 10 20 20 20 10 30 20 10 10 20 30 20 10 20 10 20 20 30 30 40 20 30 30 20 10 10 0 40 20 30 20 10 20 -10 -10 -10 -10 20 -10 40 40 -10 30 -10 -10 20 
20 10 40 30 20 10 20 20 20 20 30 10 20 30 20 10 20 20 30 20 20 10 20 10 10 10 20 30 30 20 40 30 40 0 30 10 20 40 30 -10 -10 -10 -10 30 -10 40 10 -10 40 -10 -10 40 
10 10 30 20 10 10 10 10 10 10 10 10 10 10 10 10 20 10 10 20 20 10 20 20 20 30 10 10 10 10 20 20 20 30 0 20 20 20 10 -10 -10 -10 -10 10 -10 20 30 -10 20 -10 -10 30 
20 10 30 20 10 10 10 10 10 10 20 10 10 20 10 10 10 10 20 20 10 10 10 10 10 10 10 20 20 10 30 30 30 10 20 0 10 30 20 -10 -10 -10 -10 20 -10 30 10 -10 30 -10 -10 30 
10 10 30 20 20 10 10 20 20 20 10 10 10 10 10 10 10 10 20 10 10 10 10 10 10 20 20 20 20 20 20 20 20 20 20 10 0 20 30 -10 -10 -10 -10 20 -10 30 20 -10 40 -10 -10 30 
10 20 20 10 30 30 10 20 20 20 10 30 20 10 10 20 30 20 10 20 10 20 20 30 30 40 20 30 30 20 10 10 10 40 20 30 20 0 20 -10 -10 -10 -10 20 -10 40 40 -10 30 -10 -10 20 
20 20 20 10 10 20 10 20 10 10 10 20 10 20 20 10 20 10 20 20 10 20 20 20 20 30 20 20 20 10 20 30 20 30 10 20 30 20 0 -10 -10 -10 -10 20 -10 30 30 -10 20 -10 -10 20 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 0 20 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 20 0 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 0 10 -10 10 -10 -10 10 -10 -10 -10 -10 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 10 0 -10 10 -10 -10 10 -10 -10 -10 -10 
10 10 30 20 20 20 20 10 10 10 10 20 10 10 10 10 20 10 10 20 20 10 20 20 20 30 10 20 20 10 20 20 20 30 10 20 20 20 20 -10 -10 -10 -10 0 -10 30 30 -10 30 -10 -10 30 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 10 10 -10 0 -10 -10 10 -10 -10 -10 -10 
30 20 40 30 20 30 20 30 20 20 30 20 10 30 30 30 30 20 20 30 30 30 40 30 30 40 20 20 10 20 40 40 40 40 20 30 30 40 30 -10 -10 -10 -10 30 -10 0 40 -10 40 -10 -10 40 
20 10 40 30 20 10 20 20 20 20 30 10 20 30 20 10 20 10 30 20 20 10 20 10 10 20 20 30 30 20 40 30 40 10 30 10 20 40 30 -10 -10 -10 -10 30 -10 40 0 -10 40 -10 -10 40 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 10 10 -10 10 -10 -10 0 -10 -10 -10 -10 
30 30 30 20 20 30 20 30 20 20 20 30 20 30 30 20 30 20 10 30 20 30 30 30 30 40 10 30 30 20 30 40 30 40 20 30 40 30 20 -10 -10 -10 -10 30 -10 40 40 -10 0 -10 -10 30 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 0 20 -10 
-10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 -10 20 0 -10 
10 20 10 20 30 30 20 30 30 30 10 30 20 20 20 20 30 30 10 20 10 30 30 30 30 40 30 30 30 30 20 20 20 40 30 30 30 20 20 -10 -10 -10 -10 30 -10 40 40 -10 30 -10 -10 0 
